lot_id,timestamp_hour,crop_type,temperature_C,humidity_RH,initial_quality,cnn_ripeness_score,transport_duration_h,T_ref_C,Q10,r_ref_per_day,delta_t_days,degradation_rate,cumulative_degradation_D,RSL_physics_days,RSL_actual_days,delta_RSL_ML_target_days
6,50,Tomato,23.93,63.83,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.92872,2.16057,7.8394,6.7281,-1.1113
6,51,Tomato,20.23,66.72,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.71832,2.1905,7.8095,6.8592,-0.9503
6,52,Tomato,21.69,70.91,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.79505,2.22362,7.7764,6.7135,-1.0629
6,53,Tomato,22.41,69.74,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.83571,2.25844,7.7416,6.7159,-1.0256
6,54,Tomato,23.83,72.9,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.92196,2.29686,7.7031,6.502,-1.2011
6,55,Tomato,24.34,74.99,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.95525,2.33666,7.6633,6.4076,-1.2558
6,56,Tomato,22.88,81.66,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.86338,2.37264,7.6274,6.2771,-1.3503
6,57,Tomato,26.5,80.94,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.10936,2.41886,7.5811,6.3031,-1.278
6,58,Tomato,26.97,81.97,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.14633,2.46662,7.5334,6.2685,-1.2649
6,59,Tomato,25.06,82.99,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.00397,2.50845,7.4915,6.0619,-1.4296
6,60,Tomato,27.66,81.65,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.20211,2.55854,7.4415,5.9659,-1.4756
6,61,Tomato,28.17,81.47,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.24541,2.61043,7.3896,5.9105,-1.4791
6,62,Tomato,28.09,83.16,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.23927,2.66207,7.3379,5.8347,-1.5033
6,63,Tomato,28.32,74.98,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.25906,2.71453,7.2855,5.902,-1.3835
6,64,Tomato,26.41,74.9,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.10279,2.76048,7.2395,5.8017,-1.4378
6,65,Tomato,26.62,73.55,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.119,2.80711,7.1929,5.9778,-1.2151
6,66,Tomato,27.87,60.99,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.21995,2.85794,7.1421,5.8537,-1.2884
6,67,Tomato,24.79,66.73,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.98555,2.899,7.101,5.8438,-1.2572
6,68,Tomato,25.42,61.19,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.02923,2.94189,7.0581,5.7661,-1.292
6,69,Tomato,23.68,65.26,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.91271,2.97992,7.0201,5.6518,-1.3683
6,70,Tomato,26.63,62.84,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.11951,3.02656,6.9734,5.8181,-1.1554
6,71,Tomato,22.02,68.89,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.81314,3.06044,6.9396,5.5664,-1.3731
6,72,Tomato,23.62,63.24,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.90888,3.09831,6.9017,5.3315,-1.5702
6,73,Tomato,21.99,60.24,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.81162,3.13213,6.8679,5.4292,-1.4387
6,74,Tomato,21.92,69.15,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.80803,3.1658,6.8342,5.3083,-1.5259
6,75,Tomato,22.91,66.54,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.86488,3.20184,6.7982,5.3308,-1.4673
6,76,Tomato,22.05,74.94,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.81492,3.23579,6.7642,5.045,-1.7192
6,77,Tomato,22.13,71.64,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.81957,3.26994,6.7301,5.1127,-1.6173
6,78,Tomato,24.92,75.17,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.9948,3.31139,6.6886,4.993,-1.6956
6,79,Tomato,31.36,79.06,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.55349,3.37612,6.6239,4.9827,-1.6412
6,80,Tomato,25.22,84.42,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.01554,3.41843,6.5816,4.6156,-1.966
6,81,Tomato,26.86,84.54,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.13774,3.46584,6.5342,4.6521,-1.8821
6,82,Tomato,25.93,80.5,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.06692,3.51029,6.4897,4.6521,-1.8377
6,83,Tomato,27.26,84.24,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.16988,3.55904,6.441,4.4321,-2.0088
6,84,Tomato,26.57,82.35,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.1149,3.60549,6.3945,4.3686,-2.026
6,85,Tomato,27.26,77.53,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.16928,3.65421,6.3458,4.423,-1.9228
6,86,Tomato,28.01,80.63,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.23184,3.70554,6.2945,4.2763,-2.0182
6,87,Tomato,29.31,78.96,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.34801,3.76171,6.2383,4.3498,-1.8885
6,88,Tomato,26.7,75.77,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.12542,3.8086,6.1914,4.196,-1.9954
6,89,Tomato,26.45,67.45,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.10536,3.85466,6.1453,4.4285,-1.7168
6,90,Tomato,27.42,64.29,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.18297,3.90395,6.0961,4.2923,-1.8037
6,91,Tomato,26.48,62.9,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.10814,3.95012,6.0499,4.3975,-1.6523
6,92,Tomato,30.5,59.25,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,1.46452,4.01114,5.9889,4.2563,-1.7326
6,93,Tomato,24.14,63.69,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.94244,4.05041,5.9496,4.1695,-1.7801
6,94,Tomato,23.03,62.44,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.87237,4.08676,5.9132,4.1816,-1.7316
6,95,Tomato,22.29,66.59,0.896,0.576,14.19,25.0,2.0,1.0,0.041667,0.82854,4.12128,5.8787,3.985,-1.8937
7,0,Banana,25.85,95.73,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.06908,0.04454,6.9555,6.8901,-0.0653
7,1,Banana,27.0,87.82,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.17072,0.09332,6.9067,6.9117,0.005
7,2,Banana,28.31,80.94,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.29796,0.14741,6.8526,6.8442,-0.0084
7,3,Banana,26.09,79.88,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.08935,0.1928,6.8072,6.6401,-0.1671
7,4,Banana,28.23,82.31,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.28976,0.24654,6.7535,6.6516,-0.1019
7,5,Banana,27.9,76.8,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.25656,0.29889,6.7011,6.5629,-0.1382
7,6,Banana,27.84,82.51,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.25131,0.35103,6.649,6.4382,-0.2107
7,7,Banana,26.64,76.77,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.13762,0.39843,6.6016,6.2876,-0.314
7,8,Banana,27.79,77.53,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.24588,0.45034,6.5497,6.2709,-0.2787
7,9,Banana,27.39,72.99,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.20756,0.50066,6.4993,6.1763,-0.3231
7,10,Banana,29.02,67.35,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.37243,0.55784,6.4422,6.1012,-0.3409
7,11,Banana,25.65,66.93,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.0524,0.60169,6.3983,6.0704,-0.3279
7,12,Banana,24.6,59.74,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.96859,0.64205,6.3579,6.1341,-0.2238
7,13,Banana,23.82,62.87,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.91083,0.68,6.32,6.0544,-0.2656
7,14,Banana,23.34,60.46,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.87725,0.71655,6.2834,5.9641,-0.3194
7,15,Banana,23.0,63.39,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.85443,0.75216,6.2478,5.8759,-0.3719
7,16,Banana,22.12,63.03,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.79669,0.78535,6.2146,5.7571,-0.4575
7,17,Banana,20.51,63.85,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.70197,0.8146,6.1854,5.7556,-0.4298
7,18,Banana,21.33,65.07,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.74857,0.84579,6.1542,5.6866,-0.4676
7,19,Banana,21.84,70.83,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.77962,0.87827,6.1217,5.5663,-0.5554
7,20,Banana,22.41,71.35,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.81547,0.91225,6.0877,5.6915,-0.3962
7,21,Banana,22.03,75.06,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.7912,0.94522,6.0548,5.5342,-0.5206
7,22,Banana,23.72,80.12,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.90389,0.98288,6.0171,5.48,-0.5371
7,23,Banana,23.42,72.4,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.88294,1.01967,5.9803,5.5965,-0.3838
7,24,Banana,25.88,82.05,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.07221,1.06434,5.9357,5.2359,-0.6998
7,25,Banana,24.97,80.26,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.99755,1.10591,5.8941,5.08,-0.8141
7,26,Banana,25.41,84.85,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.03255,1.14893,5.8511,5.1904,-0.6606
7,27,Banana,26.83,75.65,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.15527,1.19707,5.8029,5.2657,-0.5372
7,28,Banana,26.59,87.09,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.13385,1.24431,5.7557,5.0079,-0.7478
7,29,Banana,26.07,81.35,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.08794,1.28964,5.7104,4.9769,-0.7335
7,30,Banana,28.25,74.8,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.29203,1.34348,5.6565,5.0091,-0.6474
7,31,Banana,28.16,73.6,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.28276,1.39693,5.6031,4.9615,-0.6416
7,32,Banana,26.56,69.41,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.1305,1.44403,5.556,4.9348,-0.6211
7,33,Banana,27.28,70.4,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.19719,1.49391,5.5061,4.8262,-0.6799
7,34,Banana,25.65,75.21,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.05261,1.53777,5.4622,4.7163,-0.746
7,35,Banana,25.99,68.32,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.08145,1.58283,5.4172,4.6078,-0.8094
7,36,Banana,24.2,65.62,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.9391,1.62196,5.378,4.7377,-0.6403
7,37,Banana,23.12,60.23,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.86239,1.65789,5.3421,4.5145,-0.8276
7,38,Banana,21.36,61.88,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.75069,1.68917,5.3108,4.5502,-0.7606
7,39,Banana,22.22,66.63,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.80331,1.72264,5.2774,4.5971,-0.6802
7,40,Banana,20.36,63.63,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.69359,1.75154,5.2485,4.6259,-0.6226
7,41,Banana,20.17,70.41,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.6832,1.78001,5.22,4.4624,-0.7576
7,42,Banana,21.63,68.13,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.76669,1.81196,5.188,4.3662,-0.8219
7,43,Banana,21.81,66.44,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.77759,1.84436,5.1556,4.3616,-0.794
7,44,Banana,22.87,74.69,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.84544,1.87958,5.1204,4.1902,-0.9302
7,45,Banana,22.92,87.8,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.84879,1.91495,5.0851,4.0506,-1.0345
7,46,Banana,23.86,76.78,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.91437,1.95305,5.047,4.1476,-0.8994
7,47,Banana,24.94,79.96,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.99552,1.99453,5.0055,3.9696,-1.0359
7,48,Banana,26.3,78.2,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.10819,2.0407,4.9593,4.0929,-0.8664
7,49,Banana,26.93,84.88,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.16408,2.08921,4.9108,3.7204,-1.1904
7,50,Banana,25.58,77.07,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.04654,2.13281,4.8672,3.8692,-0.998
7,51,Banana,26.88,78.07,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.16001,2.18115,4.8189,3.7368,-1.0821
7,52,Banana,27.99,80.69,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.26599,2.23389,4.7661,3.4854,-1.2807
7,53,Banana,29.82,77.64,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.46281,2.29485,4.7052,3.7494,-0.9558
7,54,Banana,28.14,73.77,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.28069,2.34821,4.6518,3.7916,-0.8602
7,55,Banana,27.57,75.95,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.22489,2.39924,4.6008,3.5195,-1.0813
7,56,Banana,27.01,75.24,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.1716,2.44806,4.5519,3.4811,-1.0709
7,57,Banana,27.13,74.14,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.18265,2.49734,4.5027,3.5107,-0.992
7,58,Banana,24.8,69.37,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.98413,2.53834,4.4617,3.4552,-1.0065
7,59,Banana,26.28,68.38,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.10608,2.58443,4.4156,3.5493,-0.8663
7,60,Banana,25.46,68.95,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.03679,2.62763,4.3724,3.2539,-1.1184
7,61,Banana,23.85,62.52,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.91366,2.6657,4.3343,3.4472,-0.8871
7,62,Banana,28.79,59.15,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.34825,2.72188,4.2781,3.2609,-1.0172
7,63,Banana,21.13,64.21,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.73679,2.75258,4.2474,3.2037,-1.0437
7,64,Banana,22.68,62.32,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.83301,2.78728,4.2127,3.3103,-0.9024
7,65,Banana,20.77,67.2,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.71635,2.81713,4.1829,3.1198,-1.0631
7,66,Banana,22.4,63.52,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.8148,2.85108,4.1489,2.9538,-1.1952
7,67,Banana,21.21,67.92,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.74191,2.882,4.118,3.0786,-1.0394
7,68,Banana,22.49,76.03,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.82043,2.91618,4.0838,2.7811,-1.3027
7,69,Banana,22.37,68.29,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.81245,2.95003,4.05,2.9024,-1.1476
7,70,Banana,29.93,73.93,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.47494,3.01149,3.9885,2.6934,-1.2951
7,71,Banana,24.54,80.71,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.96448,3.05167,3.9483,2.4844,-1.4639
7,72,Banana,25.08,81.41,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.00671,3.09362,3.9064,2.5232,-1.3832
7,73,Banana,26.68,75.61,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.14145,3.14118,3.8588,2.5474,-1.3114
7,74,Banana,27.81,80.6,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.24761,3.19316,3.8068,2.3448,-1.4621
7,75,Banana,28.87,78.97,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.35633,3.24968,3.7503,2.2235,-1.5268
7,76,Banana,27.37,76.84,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.20515,3.29989,3.7001,2.2611,-1.439
7,77,Banana,26.59,79.72,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.13383,3.34714,3.6529,2.1929,-1.46
7,78,Banana,28.61,81.02,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.3294,3.40253,3.5975,2.031,-1.5665
7,79,Banana,27.16,79.62,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.18531,3.45192,3.5481,2.0545,-1.4936
7,80,Banana,27.23,70.87,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.19208,3.50159,3.4984,2.2031,-1.2953
7,81,Banana,26.75,69.93,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.14831,3.54943,3.4506,1.9054,-1.5452
7,82,Banana,26.39,65.95,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.11571,3.59592,3.4041,2.0581,-1.346
7,83,Banana,25.43,65.89,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.03422,3.63901,3.361,2.0911,-1.2699
7,84,Banana,25.25,67.17,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.02027,3.68152,3.3185,1.8903,-1.4282
7,85,Banana,25.45,65.45,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.0361,3.72469,3.2753,1.7958,-1.4795
7,86,Banana,23.79,55.26,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.90878,3.76256,3.2374,1.9551,-1.2824
7,87,Banana,22.43,58.83,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.81626,3.79657,3.2034,1.7896,-1.4138
7,88,Banana,21.6,60.17,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.76467,3.82843,3.1716,1.7858,-1.3857
7,89,Banana,22.49,64.17,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.8202,3.86261,3.1374,1.5564,-1.581
7,90,Banana,27.95,67.11,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.26172,3.91518,3.0848,1.6001,-1.4847
7,91,Banana,22.49,69.61,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.82071,3.94938,3.0506,1.426,-1.6246
7,92,Banana,23.39,74.97,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.88071,3.98607,3.0139,1.185,-1.8289
7,93,Banana,24.17,74.2,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.9365,4.02509,2.9749,1.3646,-1.6103
7,94,Banana,23.25,77.04,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,0.87089,4.06138,2.9386,1.1349,-1.8037
7,95,Banana,25.1,77.04,0.848,0.612,9.89,25.0,2.2,1.0,0.041667,1.00774,4.10337,2.8966,0.9926,-1.9041
8,0,Tomato,24.24,64.21,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.94844,0.03952,9.9605,9.8747,-0.0858
8,1,Tomato,21.82,68.68,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.8024,0.07295,9.927,9.9063,-0.0208
8,2,Tomato,21.66,64.63,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.79356,0.10602,9.894,9.7711,-0.1229
8,3,Tomato,21.49,66.43,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.78391,0.13868,9.8613,9.7151,-0.1462
8,4,Tomato,22.89,67.58,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.86383,0.17467,9.8253,9.6962,-0.1291
8,5,Tomato,23.25,67.16,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.88588,0.21158,9.7884,9.6945,-0.0939
8,6,Tomato,23.11,76.31,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.87693,0.24812,9.7519,9.833,0.0811
8,7,Tomato,22.18,67.92,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.82229,0.28239,9.7176,9.5539,-0.1637
8,8,Tomato,22.98,77.25,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.86957,0.31862,9.6814,9.5701,-0.1113
8,9,Tomato,25.17,80.18,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.01187,0.36078,9.6392,9.4332,-0.206
8,10,Tomato,25.6,81.36,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.04224,0.40421,9.5958,9.5634,-0.0324
8,11,Tomato,26.94,76.12,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.14386,0.45187,9.5481,9.5285,-0.0196
8,12,Tomato,25.65,84.09,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.04605,0.49545,9.5045,9.4007,-0.1038
8,13,Tomato,27.59,85.12,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.1967,0.54531,9.4547,9.2403,-0.2143
8,14,Tomato,26.72,84.94,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.12682,0.59227,9.4077,9.1197,-0.288
8,15,Tomato,29.26,76.64,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.3432,0.64823,9.3518,9.2854,-0.0664
8,16,Tomato,27.5,75.38,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.1893,0.69779,9.3022,9.204,-0.0983
8,17,Tomato,29.7,70.71,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.38527,0.75551,9.2445,9.1052,-0.1393
8,18,Tomato,26.74,72.34,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.12798,0.8025,9.1975,9.1075,-0.09
8,19,Tomato,27.49,72.49,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.18816,0.85201,9.148,8.9778,-0.1702
8,20,Tomato,30.39,68.82,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.45326,0.91256,9.0874,8.9307,-0.1567
8,21,Tomato,27.27,69.31,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.17068,0.96134,9.0387,8.6737,-0.365
8,22,Tomato,24.42,62.86,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.9608,1.00138,8.9986,8.7601,-0.2386
8,23,Tomato,25.01,67.32,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.00094,1.04308,8.9569,8.6254,-0.3315
8,24,Tomato,22.86,74.92,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.86239,1.07901,8.921,8.6416,-0.2794
8,25,Tomato,25.52,55.65,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.03702,1.12222,8.8778,8.6587,-0.2191
8,26,Tomato,21.27,61.02,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.77192,1.15439,8.8456,8.5431,-0.3025
8,27,Tomato,22.41,67.97,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.83579,1.18921,8.8108,8.5105,-0.3003
8,28,Tomato,21.27,61.11,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.77226,1.22139,8.7786,8.3938,-0.3848
8,29,Tomato,21.7,68.94,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.79527,1.25452,8.7455,8.3077,-0.4378
8,30,Tomato,23.23,73.28,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.88478,1.29139,8.7086,8.3741,-0.3345
8,31,Tomato,24.03,79.69,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.93488,1.33034,8.6697,8.1409,-0.5287
8,32,Tomato,23.05,75.22,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.87372,1.36675,8.6333,8.4059,-0.2273
8,33,Tomato,23.44,78.77,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.89759,1.40415,8.5959,8.0549,-0.541
8,34,Tomato,25.38,76.2,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.02655,1.44692,8.5531,8.2467,-0.3064
8,35,Tomato,25.55,84.03,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.03891,1.49021,8.5098,7.8154,-0.6944
8,36,Tomato,26.62,85.79,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.11898,1.53683,8.4632,7.7813,-0.6819
8,37,Tomato,28.91,83.41,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.31153,1.59148,8.4085,7.9663,-0.4422
8,38,Tomato,27.15,80.72,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.16054,1.63984,8.3602,7.9055,-0.4546
8,39,Tomato,26.78,79.0,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.13114,1.68697,8.313,7.889,-0.4241
8,40,Tomato,28.19,75.05,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.24735,1.73894,8.2611,7.7141,-0.5469
8,41,Tomato,27.5,77.09,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.18927,1.78849,8.2115,7.5709,-0.6406
8,42,Tomato,25.84,71.12,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.05994,1.83266,8.1673,7.6262,-0.5412
8,43,Tomato,28.13,68.44,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.24236,1.88442,8.1156,7.7594,-0.3562
8,44,Tomato,26.84,69.59,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.13574,1.93175,8.0683,7.7296,-0.3386
8,45,Tomato,25.49,60.77,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.03474,1.97486,8.0251,7.4396,-0.5855
8,46,Tomato,24.21,62.92,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.94655,2.0143,7.9857,7.4778,-0.5079
8,47,Tomato,23.82,63.35,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.92139,2.05269,7.9473,7.5044,-0.4429
8,48,Tomato,23.86,66.24,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.92371,2.09118,7.9088,7.3445,-0.5643
8,49,Tomato,23.76,61.88,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.91755,2.12941,7.8706,7.3181,-0.5525
8,50,Tomato,21.83,63.33,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.80299,2.16287,7.8371,7.3761,-0.461
8,51,Tomato,22.45,70.96,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,0.838,2.19778,7.8022,7.14,-0.6622
