lot_id,timestamp_hour,crop_type,temperature_C,humidity_RH,initial_quality,cnn_ripeness_score,transport_duration_h,T_ref_C,Q10,r_ref_per_day,delta_t_days,degradation_rate,cumulative_degradation_D,RSL_physics_days,RSL_actual_days,delta_RSL_ML_target_days,S0_days,degradation_increment
8,91,Tomato,27.45,70.79,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.185092770941582,3.917831952370218,6.082168047629782,4.8755,-1.2066680476297824,10.0,0.049379260486822896
8,92,Tomato,26.03,72.91,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.0740044716201245,3.9625824966892136,6.037417503310786,4.9682,-1.069217503310786,10.0,0.04475054431899573
8,93,Tomato,26.52,65.49,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.1111087286550936,4.008879064086085,5.991120935913915,5.0436,-0.9475209359139152,10.0,0.04629656739687179
8,94,Tomato,26.35,67.43,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.0980928137870498,4.0546332973581505,5.9453667026418495,4.7924,-1.1529667026418497,10.0,0.04575423327206501
8,95,Tomato,25.34,61.88,0.893,0.562,7.49,25.0,2.0,1.0,0.041667,1.0238469004284423,4.097293926158303,5.902706073841697,4.8992,-1.003506073841697,10.0,0.04266062880015191
9,0,Tomato,23.04,64.61,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8729675911337629,0.0363739406197705,9.96362605938023,9.8427,-0.12092605938022949,10.0,0.0363739406197705
9,1,Tomato,22.18,69.78,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8224500687124643,0.07064296763281275,9.929357032367188,9.9819,0.052542967632811965,10.0,0.03426902701304225
9,2,Tomato,23.14,71.75,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.879039560911787,0.10726990901732418,9.892730090982676,9.9055,0.01276990901732411,10.0,0.03662694138451143
9,3,Tomato,24.06,77.3,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9369214468724254,0.14630861494415753,9.853691385055843,9.6535,-0.20019138505584344,10.0,0.03903870592683335
9,4,Tomato,23.68,80.9,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9125654885434519,0.18433248115529755,9.815667518844702,9.8131,-0.002567518844701411,10.0,0.03802386621114001
9,5,Tomato,22.98,77.2,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8693445600900217,0.2205554609405685,9.779444539059432,9.6829,-0.0965445390594315,10.0,0.036222979785270934
9,6,Tomato,25.82,76.15,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.0584843948751328,0.26465933022183064,9.73534066977817,9.5486,-0.18674066977816928,10.0,0.04410386928126216
9,7,Tomato,25.03,81.56,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.0020816050796328,0.3064130644606837,9.693586935539317,9.5924,-0.10118693553931735,10.0,0.04175373423885306
9,8,Tomato,26.82,80.3,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.134455484935954,0.3536824211515101,9.64631757884849,9.543,-0.10331757884849146,10.0,0.0472693566908264
9,9,Tomato,27.36,82.74,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1777227895949816,0.40275459662556423,9.597245403374435,9.4447,-0.152545403374436,10.0,0.0490721754740541
9,10,Tomato,29.66,83.61,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.3812744481438568,0.4603081590563743,9.539691840943625,9.2997,-0.2399918409436257,10.0,0.057553562430810085
9,11,Tomato,29.01,75.27,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.3204228410150003,0.5153262175729463,9.484673782427054,9.2925,-0.1921737824270533,10.0,0.05501805851657202
9,12,Tomato,28.3,78.18,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.2570133745218284,0.5677021938491473,9.432297806150853,9.1686,-0.26369780615085325,10.0,0.052375976276201025
9,13,Tomato,26.83,77.02,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1352421021460644,0.6150043265192674,9.384995673480732,9.1701,-0.2148956734807328,10.0,0.04730213267012007
9,14,Tomato,27.38,70.91,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.179356592261216,0.6641445776490155,9.335855422350985,9.1994,-0.13645542235098418,10.0,0.04914025112974809
9,15,Tomato,27.17,73.07,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1623141075181174,0.7125747195669729,9.287425280433027,9.2422,-0.04522528043302643,10.0,0.0484301419179574
9,16,Tomato,26.61,68.11,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1180618509658617,0.7591610027111675,9.240838997288833,9.0268,-0.21403899728883324,10.0,0.046586283144194565
9,17,Tomato,26.73,68.08,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1274004121454215,0.8061363956840307,9.19386360431597,8.8879,-0.3059636043159699,10.0,0.04697539297286328
9,18,Tomato,25.15,63.54,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.0104514464867638,0.8482388761047948,9.151761123895206,8.902,-0.24976112389520644,10.0,0.04210248042076399
9,19,Tomato,23.25,59.82,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8857675191023606,0.8851461513232328,9.114853848676766,8.7927,-0.32215384867676633,10.0,0.03690727521843806
9,20,Tomato,24.59,62.07,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9719809879813525,0.9256456831494518,9.074354316850549,8.7575,-0.31685431685054866,10.0,0.040499531826219015
9,21,Tomato,21.48,58.4,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.7834971869493408,0.95829166043807,9.04170833956193,8.8115,-0.23020833956192988,10.0,0.032645977288618185
9,22,Tomato,22.19,59.94,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8230203452787082,0.9925844491647979,9.007415550835201,8.6826,-0.32481555083520064,10.0,0.03429278872672793
9,23,Tomato,21.9,64.63,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8066417592221262,1.0261947913463063,8.973805208653694,8.5005,-0.4733052086536933,10.0,0.03361034218150834
9,24,Tomato,20.4,68.56,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.7269862586601552,1.056486127785899,8.943513872214101,8.5292,-0.41431387221410176,10.0,0.030291336439592687
9,25,Tomato,21.07,62.5,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.7615443698516307,1.0882173970445068,8.911782602955494,8.377,-0.5347826029554934,10.0,0.0317312692586079
9,26,Tomato,22.61,72.02,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8473324349461182,1.1235231976114068,8.876476802388593,8.4514,-0.4250768023885936,10.0,0.03530580056689991
9,27,Tomato,22.58,74.14,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8455722873775164,1.1587556581095657,8.841244341890434,8.3286,-0.5126443418904341,10.0,0.03523246049815898
9,28,Tomato,24.1,77.48,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9395227492140119,1.197902752501066,8.802097247498935,8.2868,-0.5152972474989355,10.0,0.039147094391500235
9,29,Tomato,23.48,78.55,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9000019297935121,1.2354031329097723,8.764596867090228,8.3623,-0.4022968670902287,10.0,0.03750038040870627
9,30,Tomato,23.82,80.36,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.921464186198704,1.2737977811561136,8.726202218843886,8.1436,-0.5826022188438866,10.0,0.0383946482463414
9,31,Tomato,25.3,75.76,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.0210121257071934,1.3163402933979553,8.683659706602045,8.1706,-0.5130597066020446,10.0,0.04254251224184163
9,32,Tomato,26.61,82.74,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1180618509658617,1.3629265765421499,8.63707342345785,7.8921,-0.7449734234578491,10.0,0.046586283144194565
9,33,Tomato,30.56,85.56,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.4701873363890408,1.424184872287472,8.575815127712527,7.8293,-0.7465151277125273,10.0,0.06125829574532216
9,34,Tomato,28.6,78.3,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.2834258975629043,1.4776613791612254,8.522338620838774,7.8556,-0.6667386208387738,10.0,0.053476506873753535
9,35,Tomato,28.15,75.07,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.2440116532984686,1.5294956127192127,8.470504387280787,7.9432,-0.527304387280787,10.0,0.051834233557987296
9,36,Tomato,27.72,70.74,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.2074805914864961,1.5798077065246807,8.420192293475319,7.8269,-0.5932922934753186,10.0,0.050312093805467833
9,37,Tomato,26.9,71.38,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1407637158684236,1.6273399082737703,8.37266009172623,7.734,-0.63866009172623,10.0,0.04753220174908961
9,38,Tomato,27.78,72.51,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.2125128190617374,1.6778616799056156,8.322138320094384,7.7929,-0.5292383200943833,10.0,0.050521771631845416
9,39,Tomato,26.83,78.62,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1352421021460644,1.7251638125757358,8.274836187424263,7.5623,-0.7125361874242637,10.0,0.04730213267012007
9,40,Tomato,26.56,64.41,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1141936508193322,1.771588919424425,8.228411080575576,7.5054,-0.7230110805755761,10.0,0.04642510684868912
9,41,Tomato,24.53,65.38,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9679470268937375,1.8119203681940061,8.188079631805994,7.5662,-0.621879631805994,10.0,0.04033144876958136
9,42,Tomato,23.08,65.69,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8753913296942639,1.8483952987283772,8.151604701271623,7.6127,-0.5389047012716226,10.0,0.0364749305343709
9,43,Tomato,23.31,62.63,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8894589935378976,1.8854563866121208,8.114543613387879,7.4314,-0.6831436133878785,10.0,0.03706108788374358
9,44,Tomato,23.26,63.67,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8863816991948674,1.9223892528724733,8.077610747127526,7.3989,-0.6787107471275258,10.0,0.03693286626035254
9,45,Tomato,22.41,63.16,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8356669589218535,1.9572089880498702,8.04279101195013,7.3057,-0.7370910119501293,10.0,0.03481973517739687
9,46,Tomato,23.38,62.22,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8937851623567868,1.9944503344097904,8.005549665590209,7.28,-0.7255496655902087,10.0,0.03724134635992024
9,47,Tomato,23.13,66.4,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8784304682383617,2.031051896729878,7.968948103270122,7.3239,-0.6450481032701223,10.0,0.03660156232008782
9,48,Tomato,20.72,67.92,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.7432914922155075,2.0620226233360217,7.937977376663978,7.0925,-0.845477376663978,10.0,0.030970726606143553
9,49,Tomato,21.27,68.51,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.772175133091785,2.0941968446065573,7.905803155393443,7.2034,-0.7024031553934424,10.0,0.03217422127053541
9,50,Tomato,21.25,69.08,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.7711054127039704,2.1263264938376936,7.873673506162307,7.1834,-0.6902735061623071,10.0,0.032129649231136335
9,51,Tomato,22.85,70.32,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8615461597120172,2.162224537674414,7.837775462325586,7.1095,-0.7282754623255867,10.0,0.03589804383672062
9,52,Tomato,27.71,75.93,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.2066439197207628,2.212501769877419,7.787498230122581,6.8674,-0.9200982301225809,10.0,0.05027723220300503
9,53,Tomato,23.83,74.94,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9221031179126311,2.2509230404914846,7.749076959508516,6.7912,-0.9578769595085159,10.0,0.038421270614065604
9,54,Tomato,24.91,80.66,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9937810933225548,2.2923309173069555,7.7076690826930445,6.6936,-1.0140690826930445,10.0,0.041407876815470895
9,55,Tomato,26.35,81.03,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.0980928137870498,2.3380851505790208,7.661914849420979,6.693,-0.9689148494209796,10.0,0.04575423327206501
9,56,Tomato,25.9,82.42,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.0643701824533598,2.3824342629713047,7.617565737028695,6.6232,-0.9943657370286951,10.0,0.044349112392284146
9,57,Tomato,26.8,80.36,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1328838852957988,2.429638135819925,7.570361864180075,6.628,-0.9423618641800751,10.0,0.04720387284862005
9,58,Tomato,27.08,83.49,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.155085784553584,2.477767095204919,7.52223290479508,6.3922,-1.1300329047950806,10.0,0.04812895938499419
9,59,Tomato,27.72,74.04,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.2074805914864961,2.528079189010387,7.471920810989613,6.4513,-1.0206208109896133,10.0,0.050312093805467833
9,60,Tomato,28.7,76.78,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.2923528306374923,2.5819276544045593,7.418072345595441,6.401,-1.017072345595441,10.0,0.053848465394172394
9,61,Tomato,28.48,73.8,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.272794935275943,2.634961200972702,7.365038799027298,6.2809,-1.084138799027298,10.0,0.053033546568142714
9,62,Tomato,28.48,70.79,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.272794935275943,2.6879947475408446,7.312005252459155,6.3719,-0.9401052524591549,10.0,0.053033546568142714
9,63,Tomato,27.16,71.09,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.161508731925722,2.736391331873994,7.263608668126006,6.1962,-1.0674086681260055,10.0,0.04839658433314906
9,64,Tomato,27.35,71.98,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1769067372187674,2.7854295048936883,7.214570495106312,6.0702,-1.1443704951063118,10.0,0.04903817301969438
9,65,Tomato,24.96,68.78,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9972312513520696,2.8269811394437747,7.173018860556225,6.1531,-1.019918860556225,10.0,0.04155163455008669
9,66,Tomato,26.31,66.35,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.0950524707935745,2.8726086907443307,7.127391309255669,6.0324,-1.0949913092556693,10.0,0.045627551300555874
9,67,Tomato,23.28,54.57,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8876113372694979,2.909592792334339,7.0904072076656615,5.9845,-1.1059072076656618,10.0,0.03698410159000817
9,68,Tomato,24.13,66.49,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9414784645412062,2.9488213755163772,7.051178624483622,5.9634,-1.0877786244836223,10.0,0.039228583182038444
9,69,Tomato,23.64,63.74,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9100388240808992,2.9867399631993563,7.013260036800643,6.0111,-1.0021600368006434,10.0,0.03791858768297883
9,70,Tomato,23.7,57.78,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9138314502294005,3.0248165782360648,6.975183421763935,5.9729,-1.0022834217639351,10.0,0.03807661503670843
9,71,Tomato,21.75,62.63,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.7982983863566498,3.0580792771003873,6.941920722899613,5.8073,-1.134620722899613,10.0,0.03326269886432253
9,72,Tomato,19.85,69.59,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.699792932797598,3.0872375492312645,6.912762450768735,5.7138,-1.198962450768735,10.0,0.02915827213087752
9,73,Tomato,22.63,70.73,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8485079017058962,3.122592327971644,6.877407672028356,5.7159,-1.161507672028356,10.0,0.03535477874037958
9,74,Tomato,21.73,68.53,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.7971924765405362,3.155808946891659,6.844191053108341,5.6994,-1.1447910531083414,10.0,0.03321661892001452
9,75,Tomato,22.9,73.9,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8645372313078651,3.1918316197085637,6.808168380291436,5.4654,-1.342768380291436,10.0,0.03602267281690482
9,76,Tomato,25.33,78.03,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.023137469734432,3.2344626886599883,6.765537311340012,5.414,-1.351537311340012,10.0,0.04263106895142458
9,77,Tomato,23.82,80.18,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.921464186198704,3.2728573369063296,6.72714266309367,5.4713,-1.25584266309367,10.0,0.0383946482463414
9,78,Tomato,26.31,85.05,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.0950524707935745,3.3184848882068856,6.681515111793114,4.9205,-1.7610151117931148,10.0,0.045627551300555874
9,79,Tomato,26.24,82.24,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.089752112213328,3.363891589466478,6.636108410533522,5.1689,-1.4672084105335221,10.0,0.045406701259592744
9,80,Tomato,25.68,81.25,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.0482624755169287,3.407569542033842,6.592430457966158,5.2946,-1.2978304579661577,10.0,0.04367795256736387
9,81,Tomato,27.44,75.4,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1842716118536327,3.456914587284947,6.543085412715053,5.2842,-1.2588854127150526,10.0,0.04934504525110532
9,82,Tomato,26.97,81.97,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1463121857283778,3.5046779771276917,6.495322022872308,4.7991,-1.6962220228723082,10.0,0.04776338984274432
9,83,Tomato,26.07,87.46,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.0769863761930485,3.5495527684645274,6.450447231535472,4.5489,-1.9015472315354724,10.0,0.04487479133683575
9,84,Tomato,32.45,76.65,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.6759742693358974,3.6193855883449464,6.380614411655054,5.0302,-1.3504144116550538,10.0,0.06983281988041884
9,85,Tomato,27.87,75.97,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.2201005102722233,3.670223516306459,6.329776483693541,4.6205,-1.7092764836935412,10.0,0.050837927961512736
9,86,Tomato,26.95,69.82,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.1447241605986846,3.7179207379061245,6.282079262093875,4.8297,-1.4523792620938751,10.0,0.0476972215996654
9,87,Tomato,29.28,69.98,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.3453672085218262,3.773978153383603,6.226021846616397,4.8974,-1.3286218466163966,10.0,0.05605741547747894
9,88,Tomato,26.18,65.42,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.0852293718818071,3.8191964056218026,6.180803594378197,4.8156,-1.3652035943781975,10.0,0.04521825223819926
9,89,Tomato,27.15,70.44,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,1.16070391438372,3.867559455622429,6.132440544377571,4.6463,-1.4861405443775713,10.0,0.04836305000062646
9,90,Tomato,24.11,68.12,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.940174202509126,3.906733694118377,6.093266305881623,4.719,-1.3742663058816227,10.0,0.039174238495947755
9,91,Tomato,23.42,68.78,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.896266699569405,3.9440784386893353,6.055921561310665,4.5121,-1.543821561310665,10.0,0.0373447445709584
9,92,Tomato,22.33,61.93,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8310458615936477,3.978705626604358,6.0212943733956426,4.5534,-1.4678943733956427,10.0,0.03462718791502252
9,93,Tomato,23.61,68.96,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.9081484177215094,4.0165454467255595,5.9834545532744405,4.4961,-1.4873545532744403,10.0,0.037839820121202135
9,94,Tomato,23.36,63.04,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8925469714729767,4.0537352013859245,5.9462647986140755,4.534,-1.4122647986140757,10.0,0.03718975466036452
9,95,Tomato,22.28,63.33,0.92,0.62,10.13,25.0,2.0,1.0,0.041667,0.8281706613345458,4.088242588331751,5.911757411668249,4.4701,-1.441657411668249,10.0,0.03450738694582652
10,0,Banana,22.81,65.08,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.8414134169922317,0.03505917284581532,7.964940827154185,6.9568,-1.0081408271541843,8.0,0.03505917284581532
10,1,Banana,23.22,65.61,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.8690580020995974,0.07127021261929925,7.928729787380701,6.7642,-1.164529787380701,8.0,0.03621103977348392
10,2,Banana,26.5,61.71,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.1255463970938844,0.11816835434701012,7.88183164565299,6.7042,-1.1776316456529896,8.0,0.04689814172771088
10,3,Banana,21.76,66.68,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.7745599752394313,0.1504419448353115,7.849558055164689,6.7807,-1.0688580551646885,8.0,0.03227359048830139
10,4,Banana,23.43,69.73,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.8835673090473547,0.18725754390138766,7.812742456098612,6.6529,-1.1598424560986125,8.0,0.03681559906607613
10,5,Banana,22.72,72.47,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.83546378418566,0.22206881339705153,7.777931186602949,6.5194,-1.2585311866029487,8.0,0.0348112694956639
10,6,Banana,22.23,79.82,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.8038016945296482,0.2555608186030184,7.744439181396982,6.5213,-1.2231391813969816,8.0,0.03349200520596685
10,7,Banana,22.97,79.8,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.8520953509502085,0.29106507559106076,7.708934924408939,6.4103,-1.2986349244089386,8.0,0.03550425698804234
10,8,Banana,23.31,77.42,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.875246871201979,0.3275339869734336,7.6724660130265665,6.3797,-1.2927660130265668,8.0,0.03646891138237286
10,9,Banana,26.24,84.76,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.1027077133061551,0.3734805092637612,7.626519490736239,6.1159,-1.5106194907362394,8.0,0.04594652229032757
10,10,Banana,26.02,82.57,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.0837450165437292,0.41863691286808874,7.581363087131911,6.174,-1.4073630871319107,8.0,0.04515640360432757
10,11,Banana,26.17,78.7,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.096638411472614,0.4643305455589182,7.535669454441082,6.1777,-1.3579694544410819,8.0,0.04569363269082941
10,12,Banana,27.19,75.68,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.188476413383877,0.5138507922753841,7.4861492077246155,5.8767,-1.6094492077246159,8.0,0.04952024671646601
10,13,Banana,27.67,85.16,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.2343174129477614,0.5652810959206785,7.434718904079322,5.8627,-1.5720189040793215,8.0,0.05143030364529438
10,14,Banana,27.32,93.13,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.2007208774127585,0.615311532719836,7.384688467280164,5.5019,-1.8827884672801636,8.0,0.05003043679915741
10,15,Banana,28.06,75.93,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.2728620558967092,0.6683478760028841,7.331652123997116,5.6747,-1.656952123997116,8.0,0.05303634328304819
10,16,Banana,27.98,75.05,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.264858544489019,0.7210507369761081,7.2789492630238914,5.5467,-1.732249263023891,8.0,0.05270286097322396
10,17,Banana,28.34,72.15,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.301275267156091,0.7752709735327009,7.224729026467299,5.4651,-1.7596290264672998,8.0,0.054220236556592846
10,18,Banana,26.09,68.34,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.0897429603939428,0.8206772934634353,7.179322706536564,5.3816,-1.7977227065365646,8.0,0.04540631993073442
10,19,Banana,26.39,64.2,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.1158267088463851,0.8671704449409376,7.132829555059063,5.3359,-1.7969295550590632,8.0,0.04649315147750233
10,20,Banana,23.66,64.59,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.8997365449999378,0.9046597675614501,7.09534023243855,5.177,-1.9183402324385508,8.0,0.03748932262051241
10,21,Banana,24.01,65.84,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.9249114473230862,0.9431980528370612,7.056801947162938,5.1152,-1.9416019471629387,8.0,0.03853828527561103
10,22,Banana,23.26,60.67,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.8718031894638701,0.9795234763324522,7.020476523667548,4.9945,-2.0259765236675475,8.0,0.03632542349539108
10,23,Banana,23.08,67.49,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.8595177410962035,1.0153370020507078,6.984662997949292,4.987,-1.9976629979492921,8.0,0.035813525718255516
10,24,Banana,21.71,70.75,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.7715124487305514,1.0474836112519637,6.952516388748037,4.8886,-2.0639163887480363,8.0,0.03214660920125589
10,25,Banana,22.53,70.45,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.8230412418061721,1.0817772706743014,6.918222729325699,5.0091,-1.9091227293256985,8.0,0.03429365942233777
10,26,Banana,21.88,68.49,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.7819232442136405,1.1143576664909511,6.885642333509049,4.8641,-2.021542333509049,8.0,0.03258039581664976
10,27,Banana,21.8,71.2,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.7770066614810417,1.1467332030548818,6.853266796945118,4.5805,-2.2727667969451186,8.0,0.032375536563930565
10,28,Banana,22.26,72.09,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.8057052350198659,1.1803045230824545,6.819695476917546,4.4953,-2.3243954769175454,8.0,0.03357132002757276
10,29,Banana,23.2,73.35,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.8676886517010793,1.2164585061328834,6.783541493867117,4.4932,-2.2903414938671167,8.0,0.03615398305042888
10,30,Banana,23.03,72.04,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.8561359460324535,1.2521311225962175,6.747868877403782,4.429,-2.318868877403782,8.0,0.03567261646333424
10,31,Banana,23.67,80.25,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.900446228642112,1.2896500156050485,6.710349984394951,4.1965,-2.513849984394951,8.0,0.037518893008830885
10,32,Banana,24.37,79.83,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,0.9515407046542859,1.3292978621458786,6.670702137854121,4.3541,-2.3166021378541215,8.0,0.03964784654083013
10,33,Banana,26.26,82.1,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.1044479610824798,1.3753168953403023,6.624683104659698,4.0098,-2.6148831046596976,8.0,0.046019033194423686
10,34,Banana,25.14,80.87,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.011099551000805,1.4174463803318529,6.582553619668147,4.2874,-2.295153619668147,8.0,0.042129484991550545
10,35,Banana,26.83,87.55,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.1552164129558768,1.4655807826104854,6.534419217389514,3.8521,-2.682319217389514,8.0,0.048134402278632527
10,36,Banana,28.57,79.52,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.3250885370886252,1.520793246685357,6.479206753314643,3.843,-2.636206753314643,8.0,0.05521246407487175
10,37,Banana,26.07,84.47,0.88,0.513,31.91,25.0,2.2,1.0,0.041667,1.0880258828761102,1.566128021147156,6.433871978852844,3.7318,-2.7020719788528442,8.0,0.045334774461798885
